Customer_ID,Recency,Frequency,Monetary,R_Quintile,F_Quintile,M_Quintile,RFM_Score,RFM_Segment
CUST_00072,0.16612261127806424,4,104.45017954643284,5,2,3,523,Champions
CUST_00073,50.69690332458378,3,438.55684166118004,1,1,5,115,Cannot Lose Them
CUST_00074,36.81287722161134,5,48.54007025112916,2,3,2,232,At Risk
CUST_00075,39.16988726363997,10,207.06858280592732,2,5,4,254,Potential Loyalists
CUST_00076,44.256435781305406,6,28.867889822501752,2,4,1,241,At Risk
CUST_00077,2.3078779654138906,4,615.7172134082634,5,2,5,525,Champions
CUST_00078,13.316780172486974,3,179.79576983675676,4,1,4,414,Loyal Customers
CUST_00079,3.6945031381334896,3,196.83723239726453,5,1,4,514,Champions
CUST_00080,59.65588714974668,5,113.75218609492154,1,3,3,133,Cannot Lose Them
CUST_00081,29.289035751371223,2,83.79601889857071,2,1,2,212,At Risk
CUST_00082,12.054564037539029,6,47.82319416725989,4,4,2,442,Loyal Customers
CUST_00083,1.9700419741434867,2,185.26202870796024,5,1,4,514,Champions
CUST_00084,11.174650512310611,5,618.2801830518687,4,3,5,435,Loyal Customers
CUST_00085,11.799426395523941,2,89.19210434622924,4,1,2,412,Loyal Customers
CUST_00086,39.236273518732226,6,429.38463455386733,2,4,5,245,Potential Loyalists
CUST_00087,30.4466807677806,3,32.21606656598762,2,1,1,211,At Risk
CUST_00088,65.46755737204545,5,550.168642615987,1,3,5,135,Cannot Lose Them
CUST_00089,19.171984001289292,2,86.30626503092549,3,1,2,312,Potential Loyalists
CUST_00090,3.821171808465057,6,95.51918328106707,5,4,2,542,Champions
CUST_00091,37.47379032949798,6,124.29269581390028,2,4,3,243,At Risk
CUST_00092,42.911782592305926,7,253.34295778098016,2,4,4,244,Potential Loyalists
CUST_00093,24.716624846574863,6,254.34574087055108,3,4,4,344,Loyal Customers
CUST_00094,44.21669900164093,6,130.62711939914317,2,4,3,243,At Risk
CUST_00095,20.424441945308338,4,148.11187662279474,3,2,3,323,Potential Loyalists
CUST_00096,22.19036516331801,4,6.09400393629,3,2,1,321,Potential Loyalists
CUST_00097,16.73442581725282,7,72.56640097596606,3,4,2,342,Loyal Customers
CUST_00098,0.7724332197034118,5,84.93480705039902,5,3,2,532,Champions
CUST_00099,3.4250230557559753,5,163.6184312851685,5,3,3,533,Champions
CUST_00100,0.9580104387916146,8,163.4247667426126,5,5,3,553,Champions
CUST_00101,30.351886527826483,4,247.505778121072,2,2,4,224,At Risk
CUST_00102,11.321901263852995,2,252.4809678116439,4,1,4,414,Loyal Customers
CUST_00103,21.3131153140257,3,53.630987917418096,3,1,2,312,Potential Loyalists
CUST_00104,71.43796589537926,4,294.09800034972255,1,2,4,124,Cannot Lose Them
CUST_00105,8.60216468949895,6,3.9596533425789517,4,4,1,441,Loyal Customers
CUST_00106,15.848459246480179,9,251.8702439125573,3,5,4,354,Loyal Customers
CUST_00107,42.2624744261575,3,21.530651400660453,2,1,1,211,At Risk
CUST_00108,7.794154707521821,5,261.60624725790456,4,3,4,434,Loyal Customers
CUST_00109,2.4031283565052908,3,149.78191691929973,5,1,3,513,Champions
CUST_00110,10.264209116611712,2,114.98555937742947,4,1,3,413,Loyal Customers
CUST_00111,5.274250755001885,4,234.66698793933057,5,2,4,524,Champions
CUST_00112,79.64850257641874,9,7.4097481382438835,1,5,1,151,At Risk
CUST_00113,49.526612414537084,4,50.58408432763547,1,2,2,122,Cannot Lose Them
CUST_00114,30.10482571561593,5,191.6519176263688,2,3,4,234,At Risk
CUST_00115,61.54559191562439,8,375.745247213799,1,5,5,155,At Risk
CUST_00116,48.839068222216696,8,95.96478197182233,1,5,2,152,At Risk
CUST_00117,6.194864290759172,5,59.88656124091156,5,3,2,532,Champions
CUST_00118,66.92440215706684,3,146.26804168076498,1,1,3,113,Cannot Lose Them
CUST_00119,23.25299705898516,9,194.7390864716558,3,5,4,354,Loyal Customers
CUST_00120,49.42044873910699,2,108.98096631526477,1,1,3,113,Cannot Lose Them
CUST_00121,67.92727947858694,8,418.6443024283082,1,5,5,155,At Risk
CUST_00122,11.481921492549553,7,148.23178727476272,4,4,3,443,Loyal Customers
CUST_00123,3.497764803715525,6,7.296200133735832,5,4,1,541,Champions
CUST_00124,7.760602384181441,9,50.47687416036985,4,5,2,452,Champions
CUST_00125,16.71173078245843,3,119.80282262624232,3,1,3,313,Potential Loyalists
CUST_00126,51.114891799168355,6,239.2839593917784,1,4,4,144,At Risk
CUST_00127,59.140349156395,7,49.628754714167655,1,4,2,142,Cannot Lose Them
CUST_00128,0.20929227544951942,7,748.0972097669492,5,4,5,545,Champions
CUST_00129,21.446284780156674,5,76.70890334705062,3,3,2,332,Potential Loyalists
CUST_00130,16.208199627560138,5,152.06271857670268,3,3,3,333,Potential Loyalists
CUST_00131,7.535020148274735,1,3.8297107349274655,4,1,1,411,Loyal Customers
CUST_00132,3.8304117463694043,7,432.3746706782648,5,4,5,545,Champions
CUST_00133,12.357257395872974,4,311.0227639607407,4,2,4,424,Loyal Customers
CUST_00134,85.8936336807345,7,43.49642258244783,1,4,1,141,Cannot Lose Them
CUST_00135,11.711514086444232,5,541.3203238802248,4,3,5,435,Loyal Customers
CUST_00136,21.943584172804556,5,75.91262506817962,3,3,2,332,Potential Loyalists
CUST_00137,36.42260930642565,3,235.65210227928907,2,1,4,214,At Risk
CUST_00138,13.55923496900887,5,341.8254833175566,4,3,5,435,Loyal Customers
CUST_00139,107.03394414875099,5,270.11940126294644,1,3,4,134,Cannot Lose Them
CUST_00140,98.46029593624193,4,499.1921864426419,1,2,5,125,Cannot Lose Them
CUST_00141,8.701838849766158,3,399.42454668420305,4,1,5,415,Loyal Customers
CUST_00142,20.629778353915416,3,1044.6981682114963,3,1,5,315,Potential Loyalists
CUST_00143,10.737913802371404,5,40.32813399902372,4,3,1,431,Loyal Customers
CUST_00144,10.057490291432451,10,72.70015201772868,4,5,2,452,Champions
CUST_00145,1.127534332965676,2,202.2444237733038,5,1,4,514,Champions
CUST_00146,28.214762129477794,5,264.13667247710134,2,3,4,234,At Risk
CUST_00147,20.955588984889154,3,152.97377776853787,3,1,3,313,Potential Loyalists
CUST_00148,1.5855326214117744,4,15.36073751887807,5,2,1,521,Champions
CUST_00149,9.798777630311081,6,368.52033324397087,4,4,5,445,Champions
CUST_00150,71.66582853268021,3,648.1954341474145,1,1,5,115,Cannot Lose Them
CUST_00151,8.215816564262312,4,104.01257920272951,4,2,3,423,Loyal Customers
CUST_00152,4.695925829564093,4,50.930063959581716,5,2,2,522,Champions
CUST_00153,20.168163284209086,5,3.9005404678991566,3,3,1,331,Potential Loyalists
CUST_00154,127.3211094784578,8,54.177849200934624,1,5,2,152,At Risk
CUST_00155,8.314344406791786,5,240.74041808673118,4,3,4,434,Loyal Customers
CUST_00156,33.4546503089188,6,485.15265351856505,2,4,5,245,Potential Loyalists
CUST_00157,43.01662878718388,3,19.635732609280243,2,1,1,211,At Risk
CUST_00158,8.139995170074174,4,161.15533791807587,4,2,3,423,Loyal Customers
CUST_00159,39.08246785476948,5,237.83736389375414,2,3,4,234,At Risk
CUST_00160,13.75568397792912,6,64.69800419679606,4,4,2,442,Loyal Customers
CUST_00161,30.01511243195314,7,168.74613103332453,2,4,3,243,At Risk
CUST_00162,30.11513481412915,5,251.22762980691155,2,3,4,234,At Risk
CUST_00163,23.021557498570463,2,363.6854753424111,3,1,5,315,Potential Loyalists
CUST_00164,2.8388747643486285,6,120.47850896331951,5,4,3,543,Champions
CUST_00165,54.10934382738891,4,275.55195206633977,1,2,4,124,Cannot Lose Them
CUST_00166,11.604308810021898,2,71.84505916172344,4,1,2,412,Loyal Customers
CUST_00167,6.192963198226696,4,47.9172862045763,5,2,2,522,Champions
CUST_00168,1.248892793830356,2,41.48203109359771,5,1,1,511,Champions
CUST_00169,26.813352137837505,3,88.905459095091,3,1,2,312,Potential Loyalists
CUST_00170,33.95555202802046,4,7.307836147506642,2,2,1,221,At Risk
CUST_00171,0.5018084267541186,7,66.53361088757988,5,4,2,542,Champions
CUST_00172,21.528917536484652,5,211.2386608823105,3,3,4,334,Loyal Customers
CUST_00173,7.70472441164873,5,208.77883003332104,4,3,4,434,Loyal Customers
CUST_00174,31.083730246430758,7,15.27986198948976,2,4,1,241,At Risk
CUST_00175,5.748126676174013,9,67.77138833686325,5,5,2,552,Champions
CUST_00176,35.226375827031575,7,168.5883824469377,2,4,3,243,At Risk
CUST_00177,14.668761029433053,6,76.7071069623805,4,4,2,442,Loyal Customers
CUST_00178,82.81031453412922,6,108.252850893468,1,4,3,143,Cannot Lose Them
CUST_00179,4.438332403178368,9,249.52277952959668,5,5,4,554,Champions
CUST_00180,12.513973019855152,2,1.862006727676925,4,1,1,411,Loyal Customers
CUST_00181,3.6133285511098925,3,64.70152071332433,5,1,2,512,Champions
CUST_00182,77.58571191452171,9,30.717024839969664,1,5,1,151,At Risk
CUST_00183,62.95001121482982,3,27.303554114981292,1,1,1,111,Cannot Lose Them
CUST_00184,8.949821101844668,8,639.0329165242928,4,5,5,455,Champions
CUST_00185,32.36288217131744,5,94.50065625485647,2,3,2,232,At Risk
CUST_00186,50.984522179176636,4,149.7694382273872,1,2,3,123,Cannot Lose Them
CUST_00187,24.303970820595243,9,264.7179193596449,3,5,4,354,Loyal Customers
CUST_00188,22.62838230581838,2,9.722005799559794,3,1,1,311,Potential Loyalists
CUST_00189,8.306311363137095,5,55.15666577061451,4,3,2,432,Loyal Customers
CUST_00190,2.9317842142482218,10,356.9342746599781,5,5,5,555,Champions
CUST_00191,68.25369675583569,5,396.08671513761624,1,3,5,135,Cannot Lose Them
CUST_00192,69.2032328294528,4,93.34609298454241,1,2,2,122,Cannot Lose Them
CUST_00193,30.08009758448654,7,93.9564426405812,2,4,2,242,At Risk
CUST_00194,12.421395294339717,3,282.8539103250519,4,1,4,414,Loyal Customers
CUST_00195,12.887028474349318,6,69.9314187085352,4,4,2,442,Loyal Customers
CUST_00196,38.83396289181354,3,24.90732624242887,2,1,1,211,At Risk
CUST_00197,68.22292047321757,3,59.55603077536925,1,1,2,112,Cannot Lose Them
CUST_00198,65.4339770818984,4,97.99057386372556,1,2,3,123,Cannot Lose Them
CUST_00199,45.4068657579271,1,10.723347687324093,2,1,1,211,At Risk
CUST_00200,30.81932080703115,2,130.2783419856902,2,1,3,213,At Risk
CUST_00201,2.6367517858825216,4,269.4205087328006,5,2,4,524,Champions
CUST_00202,5.288826440502345,5,144.20447969100846,5,3,3,533,Champions
CUST_00203,68.64691500532517,8,14.92215458741826,1,5,1,151,At Risk
CUST_00204,27.974818408967685,7,116.0171459577958,2,4,3,243,At Risk
CUST_00205,0.2771881683298323,7,246.82085162296192,5,4,4,544,Champions
CUST_00206,3.2099070430784797,2,11.970522951032631,5,1,1,511,Champions
CUST_00207,32.67487161870723,6,12.34257056197417,2,4,1,241,At Risk
CUST_00208,0.1522331115539101,8,92.59810474978994,5,5,2,552,Champions
CUST_00209,5.259474483125971,6,43.37364750035677,5,4,1,541,Champions
CUST_00210,23.87093538416795,4,546.0002483210062,3,2,5,325,Potential Loyalists
CUST_00211,35.31945859964438,4,174.14095042969987,2,2,3,223,At Risk
CUST_00212,31.66324446405746,4,67.74606867892375,2,2,2,222,At Risk
CUST_00213,7.618496019240735,1,244.00467169027985,4,1,4,414,Loyal Customers
CUST_00214,37.36251866695616,6,93.9780235726645,2,4,2,242,At Risk
CUST_00215,8.124712771584178,8,28.339360809839835,4,5,1,451,Champions
CUST_00216,11.809047267542534,7,54.160331634417304,4,4,2,442,Loyal Customers
CUST_00217,41.17072654997372,7,205.8623721935343,2,4,4,244,Potential Loyalists
CUST_00218,31.463214429083042,6,10.654019077940422,2,4,1,241,At Risk
CUST_00219,56.75868232390203,6,63.68023251327456,1,4,2,142,Cannot Lose Them
CUST_00220,32.15439864509287,4,46.717448874748904,2,2,2,222,At Risk
CUST_00221,25.201329167617722,3,44.9126894470295,3,1,2,312,Potential Loyalists
CUST_00222,2.9507118434523147,6,229.62085935934252,5,4,4,544,Champions
CUST_00223,13.7524892162106,3,349.5296660767194,4,1,5,415,Loyal Customers
CUST_00224,9.244804435764935,10,251.66229223522598,4,5,4,454,Champions
CUST_00225,8.391006109872638,5,207.53795587343603,4,3,4,434,Loyal Customers
CUST_00226,108.36928218488777,6,496.4662461685213,1,4,5,145,At Risk
CUST_00227,14.981624911200713,6,12.033326182219557,4,4,1,441,Loyal Customers
CUST_00228,66.78165633745569,4,36.66034803765436,1,2,1,121,Cannot Lose Them
CUST_00229,29.920031572094494,6,107.02600469824421,2,4,3,243,At Risk
CUST_00230,47.514757580651995,5,93.18690976002038,2,3,2,232,At Risk
CUST_00231,20.953059731663114,3,108.27470001331616,3,1,3,313,Potential Loyalists
CUST_00232,25.80467707924755,2,46.2489820372974,3,1,2,312,Potential Loyalists
CUST_00233,20.348803000250804,3,32.386953108654126,3,1,1,311,Potential Loyalists
CUST_00234,6.5164468597571545,2,142.34096160086878,4,1,3,413,Loyal Customers
CUST_00235,38.45285409197411,8,526.3637854273699,2,5,5,255,Potential Loyalists
CUST_00236,9.887321050987888,7,99.50603437582211,4,4,3,443,Loyal Customers
CUST_00237,0.7384944324206585,4,8.864208084425119,5,2,1,521,Champions
CUST_00238,31.109063588858216,3,244.94897343947127,2,1,4,214,At Risk
CUST_00239,5.848007106744681,3,68.80954521186118,5,1,2,512,Champions
CUST_00240,84.63249441819909,6,56.23267502824737,1,4,2,142,Cannot Lose Them
CUST_00241,92.32687238364069,5,78.38878672525674,1,3,2,132,Cannot Lose Them
CUST_00242,73.90529653901524,1,257.3372489802129,1,1,4,114,Cannot Lose Them
CUST_00243,13.868621894921002,8,341.65217653104656,4,5,5,455,Champions
CUST_00244,0.4673194611583315,9,177.37360493346068,5,5,3,553,Champions
CUST_00245,79.06570371995669,4,77.86287337929,1,2,2,122,Cannot Lose Them
CUST_00246,16.76814831159184,7,74.35140263281666,3,4,2,342,Loyal Customers
CUST_00247,102.02526048366168,3,26.548249524084326,1,1,1,111,Cannot Lose Them
CUST_00248,99.41206428390616,7,541.513208370827,1,4,5,145,At Risk
CUST_00249,57.52161051538257,5,203.2992442686163,1,3,4,134,Cannot Lose Them
CUST_00250,10.463282045164808,6,5.4690225425504435,4,4,1,441,Loyal Customers
CUST_00251,14.588757962960807,8,217.15921082916472,4,5,4,454,Champions
CUST_00252,57.14179957434239,2,118.5349511449195,1,1,3,113,Cannot Lose Them
CUST_00253,11.434386942921511,4,719.1358491791198,4,2,5,425,Loyal Customers
CUST_00254,5.571558488872643,9,341.9277135155904,5,5,5,555,Champions
CUST_00255,24.412109761806832,4,37.583216320889036,3,2,1,321,Potential Loyalists
CUST_00256,82.53880412421125,4,254.67252154089036,1,2,4,124,Cannot Lose Them
CUST_00257,35.72476793273812,3,132.93760385505792,2,1,3,213,At Risk
CUST_00258,25.323370093069666,4,41.41594456938382,3,2,1,321,Potential Loyalists
CUST_00259,3.0668459204796865,4,239.95625841985998,5,2,4,524,Champions
CUST_00260,28.63592146553153,6,158.5438203649755,2,4,3,243,At Risk
CUST_00261,138.31709243538953,7,6.1689447638258,1,4,1,141,Cannot Lose Them
CUST_00262,4.527617599267924,3,208.02412476681224,5,1,4,514,Champions
CUST_00263,21.91485974944511,6,201.56451115705383,3,4,4,344,Loyal Customers
CUST_00264,62.95825913702383,8,31.11687899984565,1,5,1,151,At Risk
CUST_00265,40.5010274506101,7,85.84535688232648,2,4,2,242,At Risk
CUST_00266,35.822232759050195,3,176.32906058509388,2,1,3,213,At Risk
CUST_00267,36.3686266867347,4,29.881758033787225,2,2,1,221,At Risk
CUST_00268,13.364770269448472,6,383.08853542055044,4,4,5,445,Champions
CUST_00269,10.426862528012855,8,5.57417106043851,4,5,1,451,Champions
CUST_00270,49.721235217791374,3,21.703635826627103,1,1,1,111,Cannot Lose Them
CUST_00271,49.83984597261086,4,24.683834744325658,1,2,1,121,Cannot Lose Them
CUST_00272,60.538501421037445,3,150.20065619357376,1,1,3,113,Cannot Lose Them
CUST_00273,73.33847885509908,8,193.57682066060318,1,5,4,154,At Risk
CUST_00274,21.48279710798711,1,103.41596025235889,3,1,3,313,Potential Loyalists
CUST_00275,20.885531326535975,3,68.12287242524037,3,1,2,312,Potential Loyalists
CUST_00276,48.02849796925462,7,331.4289771002134,2,4,5,245,Potential Loyalists
CUST_00277,31.491572246634007,5,14.14587217527023,2,3,1,231,At Risk
CUST_00278,36.31651945534551,9,65.78190236762632,2,5,2,252,Potential Loyalists
CUST_00279,47.65858424862615,5,7.980229310343816,2,3,1,231,At Risk
CUST_00280,66.21970429040302,4,2.797501120660602,1,2,1,121,Cannot Lose Them
CUST_00281,12.374472214129627,5,87.19926165712535,4,3,2,432,Loyal Customers
CUST_00282,14.12810366182669,7,43.33879453774211,4,4,1,441,Loyal Customers
CUST_00283,2.9608811756208167,3,62.49493833098339,5,1,2,512,Champions
CUST_00284,25.90242079828304,6,344.014861391685,3,4,5,345,Loyal Customers
CUST_00285,1.0981231263257099,7,35.58148578117797,5,4,1,541,Champions
CUST_00286,18.79820844546329,4,303.0378110829043,3,2,4,324,Potential Loyalists
CUST_00287,23.46883757061378,4,224.81717446241402,3,2,4,324,Potential Loyalists
CUST_00288,10.128919809435676,4,79.03728063340094,4,2,2,422,Loyal Customers
CUST_00289,26.808975904385257,3,158.17676424573193,3,1,3,313,Potential Loyalists
CUST_00290,0.9292518630442363,4,117.55415252454615,5,2,3,523,Champions
CUST_00291,1.1419049784836814,2,27.48386026499943,5,1,1,511,Champions
CUST_00292,51.88054108614408,7,475.43009614595115,1,4,5,145,At Risk
CUST_00293,13.39755072623234,6,168.6164034510808,4,4,3,443,Loyal Customers
CUST_00294,4.07667123892284,7,424.45318425288303,5,4,5,545,Champions
CUST_00295,22.159607648370468,5,347.2572082243105,3,3,5,335,Loyal Customers
CUST_00296,44.089438213372055,4,16.62761582971174,2,2,1,221,At Risk
CUST_00297,7.293540102897101,5,46.45468693495644,4,3,2,432,Loyal Customers
CUST_00298,29.256588559694787,4,31.3918507236285,2,2,1,221,At Risk
CUST_00299,2.6763308696969186,7,355.3105749018648,5,4,5,545,Champions
CUST_00300,1.5919528773092821,5,396.74865319191645,5,3,5,535,Champions
CUST_00301,22.737268218765628,6,150.1431869285424,3,4,3,343,Loyal Customers
CUST_00302,23.337313280842267,5,22.002725479468722,3,3,1,331,Potential Loyalists
CUST_00303,30.436123446138478,2,29.147776011660113,2,1,1,211,At Risk
CUST_00304,38.848816887500526,4,335.91716060935295,2,2,5,225,At Risk
CUST_00305,111.70671026099978,4,529.5513946856705,1,2,5,125,Cannot Lose Them
CUST_00306,21.788733576910687,6,44.49767447582609,3,4,2,342,Loyal Customers
CUST_00307,11.700591423179365,11,2.240012736184544,4,5,1,451,Champions
CUST_00308,47.56961939198059,6,80.3801650886717,2,4,2,242,At Risk
CUST_00309,9.47554396308412,8,6.194834949225662,4,5,1,451,Champions
CUST_00310,17.33950293819904,5,352.0229952092473,3,3,5,335,Loyal Customers
CUST_00311,2.451155057510097,3,135.26283369142115,5,1,3,513,Champions
CUST_00312,0.7703282862442314,5,205.36669640824718,5,3,4,534,Champions
CUST_00313,98.62139769805806,1,106.03053072173851,1,1,3,113,Cannot Lose Them
CUST_00314,54.233029263451876,8,84.77904493147678,1,5,2,152,At Risk
CUST_00315,35.71928198398025,6,50.25727766865615,2,4,2,242,At Risk
CUST_00316,15.775789333954256,4,294.39881533964353,3,2,4,324,Potential Loyalists
CUST_00317,5.7091960842632625,7,237.84809494045396,5,4,4,544,Champions
CUST_00318,5.1036222471856245,1,89.48535802013411,5,1,2,512,Champions
CUST_00319,8.640179673797508,7,77.46104066229104,4,4,2,442,Loyal Customers
CUST_00320,23.90371944939944,3,0.248730332584331,3,1,1,311,Potential Loyalists
CUST_00321,37.61547863330327,9,13.132284680982531,2,5,1,251,Potential Loyalists
CUST_00322,32.381710490903956,4,195.2376212390456,2,2,4,224,At Risk
CUST_00323,9.852367841669878,2,144.5594092065342,4,1,3,413,Loyal Customers
CUST_00324,92.9431049566892,4,114.11625956715785,1,2,3,123,Cannot Lose Them
CUST_00325,40.17052214625679,6,351.47420654992743,2,4,5,245,Potential Loyalists
CUST_00326,24.246914457939937,2,140.19482805117113,3,1,3,313,Potential Loyalists
CUST_00327,28.38091416112305,1,97.06198103083919,2,1,3,213,At Risk
CUST_00328,16.321135965961542,7,35.170031712782,3,4,1,341,Loyal Customers
CUST_00329,8.539838768221905,7,343.7256038968685,4,4,5,445,Champions
CUST_00330,13.200423879693371,6,171.72149815769637,4,4,3,443,Loyal Customers
CUST_00331,42.545455432701395,8,19.403519826097686,2,5,1,251,Potential Loyalists
CUST_00332,0.4349423916241283,7,209.33592660144225,5,4,4,544,Champions
CUST_00333,3.701411767199281,5,110.70165627726163,5,3,3,533,Champions
CUST_00334,1.412831308575616,6,333.6107731575368,5,4,5,545,Champions
CUST_00335,1.2474435575187728,6,502.4504643361321,5,4,5,545,Champions
CUST_00336,58.026091008469756,7,183.49118868202746,1,4,4,144,At Risk
CUST_00337,36.48721835102065,6,263.06492739951074,2,4,4,244,Potential Loyalists
CUST_00338,19.28353783238677,3,11.651041335227339,3,1,1,311,Potential Loyalists
CUST_00339,3.0887075534343977,3,164.31226004389632,5,1,3,513,Champions
CUST_00340,20.295538973916997,1,281.577139779119,3,1,4,314,Potential Loyalists
CUST_00341,19.243509962831137,5,137.33847135733055,3,3,3,333,Potential Loyalists
CUST_00342,5.7058413840067495,3,180.05891579990748,5,1,4,514,Champions
CUST_00343,17.066973939069715,9,458.42437592770597,3,5,5,355,Loyal Customers
CUST_00344,15.250098437496206,8,44.15416669516355,3,5,1,351,Loyal Customers
CUST_00345,28.701672987394037,4,20.68281724777646,2,2,1,221,At Risk
CUST_00346,30.24343608122736,2,234.65226223046494,2,1,4,214,At Risk
CUST_00347,1.3908697206160419,3,346.1504538873065,5,1,5,515,Champions
